PromedioAcumulado,AsistenciaPct,HorasEstudioSem,TareasEntregadasPct,Parcial1,Parcial2,DificultadMateria,IntentosReprobados,PromedioFinal,Aprobado
4.09,81.2,13.4,80.0,3.76,4.35,5,0,3.4256995917595154,1
4.09,89.5,7.6,57.6,4.19,3.63,4,2,2.966632919794482,0
3.58,75.1,9.6,99.1,5.0,3.87,3,0,3.786194987281955,1
3.43,69.6,2.2,78.0,3.11,3.47,5,0,2.609067911546357,0
3.59,88.3,1.5,74.2,3.2,4.18,2,0,3.8007289980667207,1
3.25,79.3,4.8,94.4,2.86,2.84,3,0,2.5472686419420807,0
3.87,78.1,7.7,78.2,3.99,3.84,1,0,4.028349580188041,1
3.67,94.6,16.5,100.0,4.16,4.2,3,0,4.096024081188668,1
2.38,80.3,9.8,70.4,3.29,4.66,3,0,3.659892553790926,1
3.78,89.4,1.6,74.2,3.96,3.6,3,0,3.588507438219297,1
3.36,79.4,10.6,90.4,3.94,4.2,3,1,3.5568613535178577,1
3.68,97.0,11.5,100.0,4.26,3.14,1,0,3.318431774872656,1
4.36,100.0,6.7,83.4,3.22,3.66,2,0,3.440312532705251,1
3.14,91.8,10.1,63.5,3.59,4.03,3,0,3.6854556257979794,1
3.4,75.5,14.5,46.5,3.85,4.29,3,0,3.76458747659307,1
3.48,93.2,8.6,93.8,3.23,3.42,5,1,2.7030756595990515,0
2.95,84.9,8.1,69.7,3.11,4.3,1,0,3.5650821121067495,1
3.65,89.4,7.1,84.0,4.27,3.01,5,0,3.18464294758228,1
3.82,81.6,11.7,59.2,3.27,3.78,1,0,3.357328593791289,1
3.41,80.9,8.0,100.0,3.9,2.74,1,0,3.3102586724658916,1
3.88,87.4,10.0,56.4,2.41,3.26,3,1,2.833586999486558,0
4.34,100.0,6.4,48.4,3.93,3.46,2,1,3.354529702317303,1
3.25,87.9,7.8,91.7,3.68,4.93,3,0,3.9723486904470886,1
3.52,82.8,17.7,54.1,3.2,4.84,1,0,4.270491228774814,1
3.45,78.2,6.8,92.0,4.64,3.03,4,0,3.1173047733302655,1
4.49,81.5,16.0,81.8,3.77,3.13,3,0,3.4579245728400463,1
3.89,100.0,5.6,48.0,3.23,3.06,4,0,3.006919834760996,1
4.14,80.0,16.3,99.4,3.32,3.63,3,0,3.483233178539944,1
3.51,80.8,9.4,75.4,3.09,3.15,3,0,3.2184500864936134,1
4.5,73.6,11.4,72.1,3.33,2.5,4,0,2.4429498490930524,0
4.1,92.4,6.3,83.6,3.3,2.55,3,1,2.4058719698515176,0
3.15,90.8,11.0,79.6,2.95,2.33,2,0,3.071904345712192,1
3.0,98.5,11.5,72.9,3.45,3.41,4,1,3.0777251700559365,1
3.63,92.5,10.0,63.2,3.53,3.69,4,0,3.232023133347958,1
3.86,83.7,4.3,74.4,3.0,3.7,5,1,2.700048441032148,0
3.42,100.0,6.5,63.7,4.62,2.99,5,0,2.913123596298391,0
3.23,98.1,4.9,72.1,3.18,3.23,3,0,2.9770734070973375,0
4.08,86.3,9.8,89.8,3.68,4.52,1,0,3.919444554649357,1
3.78,89.0,6.1,62.2,4.72,4.64,3,0,3.942330180112924,1
3.56,68.6,5.2,75.1,3.51,4.89,3,0,3.454846639892102,1
3.23,87.9,5.3,79.3,2.9,3.36,5,0,2.671342190945799,0
3.57,86.0,6.4,76.1,3.63,3.01,4,0,2.8383383819257975,0
3.22,84.3,20.1,70.8,4.08,3.41,3,1,3.8173221476359047,1
4.06,89.7,11.7,84.2,2.73,4.62,2,2,3.529146016189082,1
3.97,75.8,10.3,92.4,3.27,3.81,3,0,3.3280508572367276,1
3.13,100.0,11.0,100.0,3.57,2.55,3,0,3.001708365862442,1
3.14,92.6,1.8,91.1,3.69,4.44,3,1,3.5471754972690217,1
4.25,92.1,13.3,57.8,3.07,4.48,3,0,3.842860520398969,1
4.0,92.1,12.9,89.7,2.59,3.77,4,0,3.1380217786749713,1
3.95,94.9,11.7,65.6,3.19,4.0,4,0,3.3215912390512905,1
4.17,86.3,12.4,82.2,3.72,4.46,4,0,3.4323971879734447,1
3.12,79.3,10.3,77.0,4.31,3.34,3,0,3.5017396695334746,1
3.49,69.5,9.4,73.8,2.22,5.0,2,0,3.3533873525245927,1
4.55,95.7,10.2,93.3,3.51,4.35,2,1,3.5925786687087267,1
4.36,90.7,0.8,69.6,4.75,3.75,4,0,3.218787314393067,1
3.89,72.7,17.7,100.0,5.0,3.78,3,0,3.807198339076641,1
3.7,72.0,3.2,70.8,2.06,3.4,3,1,3.0019136692579584,1
3.88,66.9,14.6,95.6,3.96,3.7,2,1,3.59789072209255,1
3.56,82.0,13.5,86.2,3.27,4.48,2,0,3.609910354459932,1
3.25,96.6,10.8,96.3,3.16,4.29,3,0,3.743982840042246,1
3.2,70.3,0.4,77.8,4.15,3.18,3,1,2.858263582517439,0
4.69,85.8,11.1,92.1,3.32,4.34,3,1,3.3283387915415523,1
3.31,69.8,16.8,89.0,4.8,4.29,5,1,3.5482350456116047,1
4.12,70.5,10.4,68.1,3.62,2.67,4,0,2.703076085691707,0
2.52,78.1,8.7,66.5,3.98,4.36,5,0,3.419111704457567,1
3.34,100.0,9.2,88.0,3.45,4.21,3,0,3.7440003274647187,1
3.54,77.0,11.0,86.1,5.0,4.7,1,0,4.331247630826021,1
3.33,71.0,0.0,70.7,2.62,2.94,2,0,2.6521625298177054,0
3.22,79.6,12.3,88.6,3.66,3.16,4,0,2.95186960974298,0
4.07,79.7,6.2,69.3,3.02,3.49,4,1,2.5493334476595844,0
3.77,82.5,11.5,89.0,2.73,3.7,2,2,3.0574956433817557,1
3.33,78.3,17.2,70.0,3.16,1.39,4,1,1.947417608303999,0
3.28,79.3,7.7,68.6,3.41,4.25,1,0,3.860891215381764,1
2.92,89.0,5.8,78.7,3.29,2.82,3,0,2.66412567800918,0
3.05,84.7,10.3,76.9,3.75,3.15,2,0,3.2429729410374484,1
3.07,75.0,16.8,71.6,2.05,3.2,1,2,2.7866948198833863,0
3.38,90.8,11.1,89.1,4.41,3.02,4,0,3.334635721144002,1
5.0,100.0,14.5,91.6,4.98,4.12,3,0,4.257389703923322,1
3.33,89.1,12.6,66.3,3.46,2.07,3,0,2.830659569960945,0
3.38,96.8,14.7,70.3,4.13,3.49,5,2,2.976101774132442,0
3.32,79.5,7.4,100.0,3.73,3.76,3,0,3.26336471477399,1
3.83,85.8,16.0,73.8,2.18,4.33,3,0,3.1435220718575425,1
2.96,73.9,12.5,95.6,2.96,4.4,3,0,3.4275248488368426,1
3.1,61.1,4.5,69.2,2.63,4.54,2,0,3.556925840320485,1
4.15,77.7,9.2,68.5,3.36,3.49,3,0,3.0989364171703144,1
3.73,80.7,10.7,69.3,5.0,2.98,4,0,3.1940942295549695,1
3.69,73.4,10.4,72.0,2.98,3.49,4,0,2.9146565225007035,0
4.04,82.8,9.7,91.0,3.23,3.17,3,0,3.0359635837869723,1
3.62,72.6,11.0,68.9,3.78,3.18,3,0,3.26082584611105,1
3.0,100.0,11.0,77.6,3.29,4.24,5,2,3.118652076648039,1
3.85,72.3,7.9,63.3,4.1,4.25,2,0,3.7943426320031075,1
3.88,76.4,11.7,76.0,4.27,5.0,3,1,4.062982371033244,1
2.84,78.6,13.1,63.6,4.04,3.95,2,1,3.666085013357485,1
3.75,94.3,17.1,73.2,2.51,2.8,3,0,3.08968047644835,1
3.93,92.0,18.6,66.9,3.25,3.53,1,0,3.7091745826184797,1
3.95,85.3,8.6,83.1,3.37,2.84,2,0,3.1914140563200837,1
4.02,78.5,8.2,75.6,2.93,3.51,2,2,3.085822118022493,1
3.81,57.8,8.7,83.5,3.82,4.14,2,0,3.4310921061558943,1
4.1,76.2,5.3,100.0,4.28,3.87,2,1,3.6274621809811394,1
3.1,85.4,10.7,74.8,3.82,3.18,3,0,3.121372163830226,1
4.37,80.9,23.5,76.8,2.91,2.56,3,0,2.797254359177573,0
2.66,96.0,6.5,85.0,4.01,3.03,2,0,3.67119806676279,1
4.03,89.7,7.5,99.1,4.11,3.24,3,1,3.43805089339719,1
3.12,78.1,3.3,77.7,3.92,4.19,1,1,3.6701973914181774,1
4.22,91.7,13.8,37.8,4.16,3.27,3,0,3.6941701819294472,1
3.96,70.1,10.8,61.9,3.7,4.35,3,0,3.784481985270582,1
3.32,87.7,6.7,46.3,4.9,3.17,3,0,3.162377671967055,1
3.46,94.8,5.8,88.3,3.37,4.28,3,0,3.680137311786289,1
3.38,90.7,7.7,65.0,2.58,3.87,3,0,3.0107451069625264,1
3.97,79.1,12.8,66.9,2.87,3.92,4,0,3.2420159662031858,1
2.9,93.0,11.4,62.7,4.77,4.27,4,0,4.024627548397364,1
3.48,67.5,6.5,85.1,4.29,3.26,3,0,3.1626654889305263,1
3.84,73.4,7.6,79.9,3.23,4.09,3,0,3.5016756692202584,1
2.65,75.4,13.8,61.1,4.01,5.0,5,1,3.891507257025938,1
2.95,66.8,2.4,77.1,3.21,2.91,1,0,3.0730370113926226,1
4.2,95.5,5.6,63.3,2.66,3.78,2,0,3.3017068063692436,1
2.65,99.8,10.5,89.2,4.05,2.91,5,0,3.0808864497428634,1
3.12,82.9,10.4,85.0,4.12,2.95,3,1,2.9672433239331535,0
4.42,97.1,12.7,88.6,3.9,3.79,3,0,3.6849885850012014,1
3.79,74.8,13.3,78.2,2.96,4.16,3,0,3.4145385776107537,1
4.24,80.5,12.6,76.5,2.91,4.66,2,0,3.78923881638676,1
3.21,81.2,2.4,91.2,3.75,4.31,1,0,3.830152049469134,1
2.9,73.7,13.2,73.9,3.31,3.87,2,0,3.406544967680855,1
3.65,89.9,11.6,83.6,3.7,3.98,3,0,3.525563421434921,1
3.82,84.1,10.1,83.2,5.0,3.73,4,0,3.5437272674632414,1
2.77,80.1,14.0,80.7,4.74,3.78,5,0,3.2579120953826637,1
3.6,85.8,15.0,69.0,4.04,2.47,2,0,3.1365811617381163,1
3.18,93.8,7.4,39.2,4.15,3.47,4,0,3.0464006950368545,1
3.63,81.0,2.7,100.0,3.72,4.9,2,0,3.9089531934930895,1
4.11,100.0,8.2,85.0,4.03,3.58,4,0,3.2710480511562725,1
3.46,92.0,5.4,76.0,2.67,4.05,3,0,2.9821197108663475,0
4.19,88.0,9.2,77.5,3.85,2.97,4,0,2.974484367706042,0
3.48,85.7,12.5,64.6,3.43,3.79,2,0,3.8137488001833275,1
4.05,100.0,7.3,58.2,3.8,2.8,3,0,3.0433169469282353,1
4.03,88.2,6.7,88.4,3.93,3.7,3,0,3.3747971873173115,1
3.92,83.8,0.0,94.3,2.79,4.31,3,0,3.406272286640969,1
3.71,76.0,11.8,66.6,2.71,4.2,2,0,3.555735584868379,1
4.48,88.2,13.2,89.2,3.34,2.81,5,0,2.873157148382268,0
3.71,90.7,6.4,93.7,3.6,3.19,3,0,3.147534535601988,1
3.97,100.0,5.9,81.7,3.14,3.54,5,0,2.854760256596798,0
2.87,82.9,9.5,53.4,5.0,3.07,1,0,3.8009324496617296,1
3.97,87.3,3.2,66.4,4.4,3.01,1,0,3.5613539746197427,1
4.11,82.1,14.3,74.3,2.74,2.93,5,0,2.6085264682111506,0
3.4,90.9,6.7,69.1,3.57,3.68,3,1,3.045433840083882,1
4.23,91.4,13.3,92.7,3.51,3.91,1,1,3.671176857055808,1
3.11,79.7,9.6,100.0,3.96,2.95,4,0,2.9931910471912326,0
3.12,85.5,2.9,94.1,2.9,3.48,4,0,2.7359561384261504,0
3.8,86.0,6.2,100.0,3.51,2.55,3,0,2.7449529863926507,0
3.77,88.3,1.6,68.4,2.47,4.12,2,0,3.4885155976203603,1
3.33,95.4,10.4,92.2,3.26,3.72,3,0,3.698652036816462,1
2.99,100.0,6.9,90.5,3.07,3.15,2,1,3.4122383112268264,1
4.19,70.7,8.6,77.7,3.47,3.82,3,0,3.223169405151012,1
2.81,94.4,15.4,100.0,4.68,4.04,4,1,3.7112971379611346,1
3.82,75.6,13.6,61.8,4.13,3.34,4,0,3.117167562633012,1
3.18,90.7,8.5,57.3,3.24,2.72,4,0,2.8001679485786313,0
3.73,88.1,9.6,51.4,3.43,3.23,2,0,3.2577708886645564,1
3.54,78.7,6.7,73.7,3.05,3.76,1,0,3.57169804970067,1
4.42,100.0,12.6,89.3,4.1,3.17,2,0,3.5306637135741514,1
4.3,80.4,18.3,69.0,2.77,4.19,3,0,3.439411725009388,1
3.51,94.8,6.6,69.1,4.26,4.58,4,1,3.8834186697623707,1
4.18,85.4,11.4,74.1,4.52,3.85,3,0,3.6218709632198056,1
2.67,68.6,6.6,57.4,3.21,4.62,4,0,3.2145901267679733,1
3.53,83.8,13.5,77.1,3.37,3.39,3,1,2.9563504957286337,0
3.46,91.8,12.4,100.0,3.89,4.25,4,0,3.5146140500835634,1
2.58,82.0,12.0,61.7,2.72,4.13,5,0,3.12550120240069,1
3.38,75.7,3.9,87.5,3.37,4.39,1,0,3.652591799426301,1
4.18,91.0,1.0,88.2,3.8,4.62,1,0,4.123347958687708,1
3.69,82.3,11.6,76.5,2.69,2.68,5,0,2.334363391233969,0
3.87,84.2,4.5,84.5,3.06,3.66,5,0,2.9905119026079503,0
3.05,71.9,9.0,85.4,3.59,2.84,2,0,2.824578557574044,0
3.15,99.6,8.1,74.0,2.67,3.18,4,2,2.7124507007331644,0
3.54,100.0,14.1,79.9,4.88,3.63,3,2,3.759031443624026,1
3.77,80.7,13.3,95.9,3.04,4.93,3,0,3.694796450567833,1
3.9,77.9,8.4,89.2,4.15,4.65,3,0,3.602339869340114,1
3.62,100.0,11.3,66.9,3.6,3.13,3,0,3.2190485431101656,1
3.32,87.7,11.4,85.1,3.29,4.09,3,0,3.478141736349237,1
3.34,76.9,13.5,68.3,4.18,5.0,4,0,4.010269672525265,1
3.26,87.6,2.0,72.3,4.51,2.86,3,0,3.258366686965244,1
3.23,85.3,6.5,100.0,4.52,4.67,3,0,3.8687950567325284,1
3.17,96.8,13.6,100.0,4.66,3.22,2,0,3.825937632258386,1
3.87,100.0,4.6,96.1,4.77,3.9,2,0,3.896626702550992,1
3.63,84.7,4.9,67.3,2.24,4.06,4,0,2.8060507159725354,0
3.87,92.1,9.2,82.1,4.63,4.27,4,0,3.707682384875974,1
3.45,80.5,7.7,73.5,3.19,4.12,3,1,3.3392637016588056,1
3.56,72.4,11.8,97.4,4.12,2.97,5,0,2.9583802972081537,0
2.68,85.7,15.0,78.9,3.52,3.68,3,0,3.407839412438152,1
3.98,66.3,2.0,80.0,3.39,3.14,3,1,2.4665038304922624,0
3.79,100.0,10.3,100.0,4.13,3.81,3,1,3.821384058527954,1
3.66,95.5,9.4,75.6,3.71,4.01,3,1,3.6297201435919995,1
4.06,88.2,5.0,51.1,3.07,4.52,3,0,3.51527795039235,1
4.45,67.3,0.0,86.2,4.52,2.74,2,1,3.180090681119736,1
3.21,86.0,6.4,90.6,3.64,3.62,3,0,3.231022697841468,1
4.31,70.8,3.3,91.6,3.59,4.92,1,0,3.752240247506502,1
4.23,92.8,10.8,85.7,4.38,2.75,3,0,3.5026218531066973,1
3.39,97.1,7.1,98.9,3.43,3.62,3,0,3.3576380959102625,1
3.05,85.4,6.8,91.4,3.04,3.1,5,1,2.5978936264994306,0
3.74,68.6,12.7,88.3,2.7,4.5,4,0,3.3851837617020357,1
4.17,69.6,17.7,73.7,4.26,3.98,2,0,4.0012005567620195,1
2.97,68.6,8.8,41.9,2.96,2.81,2,1,2.4722383557879963,0
2.98,77.0,12.1,76.2,5.0,3.4,3,0,3.33084766572662,1
3.89,73.1,13.7,100.0,4.59,2.63,2,0,3.1826482940657974,1
3.67,78.9,4.7,76.6,4.09,4.75,3,0,4.023031226991408,1
4.03,99.7,3.6,85.5,2.27,4.68,5,1,2.670125608304255,0
3.75,78.8,9.0,69.7,3.28,4.0,4,0,3.213129289938479,1
3.78,78.3,11.9,93.0,3.46,2.47,3,1,2.7532076877188336,0
3.68,86.2,6.8,78.8,2.71,4.37,3,1,3.2738245251972287,1
3.62,91.5,2.8,90.9,3.93,2.89,3,0,3.4854088869375364,1
3.93,96.1,15.6,88.7,3.25,2.98,5,0,2.750813463965542,0
2.92,100.0,12.7,76.2,4.95,3.6,2,0,4.148936201988906,1
3.58,78.0,8.9,88.8,2.94,4.17,1,0,3.3048553187373773,1
3.38,83.1,5.9,92.9,4.98,3.33,3,1,3.626536901331123,1
3.35,64.9,4.2,49.6,2.83,3.05,3,0,2.851371667391677,0
3.91,73.1,6.2,78.9,2.99,3.71,5,0,2.760807269922534,0
4.01,82.3,16.8,96.9,4.35,3.95,5,0,3.6464047443584096,1
3.99,77.5,8.6,78.3,4.29,2.39,2,0,3.1545925493549194,1
4.01,76.6,10.9,100.0,3.41,3.16,2,0,3.2857840924528463,1
3.74,75.2,21.7,68.2,3.44,4.81,3,0,3.9215532765936825,1
2.89,93.5,17.4,89.5,3.14,4.0,5,0,3.243286333790528,1
3.48,70.6,10.6,79.3,3.25,4.88,4,0,3.7283720576524852,1
3.82,99.9,17.1,55.2,4.33,4.14,1,0,4.1789274839454436,1
3.67,74.0,11.9,89.5,4.47,4.28,4,0,3.478350918655389,1
4.05,100.0,17.8,86.1,4.45,5.0,4,0,4.03777968535206,1
3.75,71.1,10.1,77.6,4.25,3.43,3,0,3.356325083772525,1
3.65,72.1,12.9,97.9,4.21,3.37,3,0,3.2017768672442557,1
3.2,87.0,12.3,58.0,4.1,4.2,3,0,4.007339133743289,1
3.43,84.6,6.7,71.6,2.41,3.42,5,0,2.479349502583682,0
4.11,92.9,13.0,72.7,2.72,2.64,2,0,2.9740817345201402,0
3.45,75.4,5.8,78.8,3.05,4.23,3,0,3.2925013882645127,1
4.0,81.3,7.9,96.0,3.09,3.34,3,0,2.8445933425452274,0
2.72,84.6,13.3,83.8,5.0,4.1,3,0,4.058745430624248,1
3.19,90.4,11.6,100.0,5.0,4.56,3,0,4.526279555319057,1
2.79,89.6,10.1,58.6,3.52,3.12,3,0,3.046722046075616,1
2.46,92.9,11.3,63.6,2.52,4.36,2,0,3.745664829758304,1
2.69,97.8,9.8,52.9,2.14,4.3,4,1,2.812240883347581,0
3.52,83.8,14.2,95.0,4.04,4.99,2,0,4.39042686565062,1
4.33,99.8,19.3,46.6,4.15,3.72,3,0,4.044335224781432,1
2.8,83.4,15.7,60.2,4.09,3.33,5,0,2.9884001868692263,0
3.61,86.3,8.6,77.9,3.9,3.85,2,2,3.524397051787724,1
3.49,88.6,12.0,42.6,2.85,4.6,3,0,3.346882474656405,1
3.62,85.6,6.8,82.3,3.77,4.68,3,0,3.744259279941725,1
3.49,92.4,14.9,98.1,4.7,3.0,5,0,3.10671600240681,1
3.26,88.5,10.1,72.8,2.08,3.44,4,0,2.79881570568853,0
2.48,70.2,13.2,87.5,2.7,3.77,5,0,2.8356433068843416,0
3.88,68.3,11.3,100.0,3.27,3.27,3,0,3.0019775495358605,1
4.11,88.3,0.0,85.9,4.35,3.4,1,0,3.5116567187959427,1
3.58,76.3,9.9,97.7,2.9,3.52,2,2,2.8284740427503534,0
3.63,89.7,11.1,72.9,4.74,4.72,5,0,3.667592645462867,1
2.92,68.6,11.7,73.7,3.89,3.27,3,0,3.2374784706310846,1
3.35,84.1,6.4,86.1,3.02,4.76,3,0,3.591712598436283,1
3.86,77.7,4.8,86.6,3.64,3.67,4,0,3.0801298623181737,1
3.09,89.9,10.8,89.9,3.87,3.51,5,1,3.1079394934895674,1
3.54,73.3,10.5,95.3,3.67,3.84,4,1,3.28678047252524,1
4.67,90.4,8.3,96.3,4.24,3.05,2,0,3.3160910104348216,1
3.71,95.7,7.8,100.0,3.95,3.42,2,0,3.623651278917127,1
3.04,89.5,15.0,100.0,1.89,3.99,3,1,3.1676222039083752,1
4.99,88.1,7.0,76.4,3.96,2.64,2,1,3.2479344740091416,1
3.79,94.6,7.7,82.8,3.27,3.01,4,0,2.6413003363766885,0
3.19,93.3,0.9,84.5,3.8,4.55,2,0,3.949571546116021,1
3.55,66.4,13.2,95.4,3.85,3.06,3,1,3.14712577798183,1
2.75,95.8,10.6,80.9,2.97,3.73,1,1,3.5170598805938282,1
3.19,100.0,16.2,67.7,3.09,3.02,2,0,3.2677372475887565,1
4.04,90.8,6.4,86.1,3.71,5.0,3,1,3.6659362565451348,1
2.98,71.2,3.8,100.0,3.37,4.77,3,1,3.4038458694264824,1
2.89,72.6,6.8,61.0,4.18,3.32,4,0,3.283279445512701,1
4.07,62.7,13.6,80.3,4.7,4.34,5,0,3.7417704721596428,1
4.7,95.4,14.4,88.6,4.19,3.34,4,0,3.51515862528221,1
3.88,98.0,10.4,66.7,4.24,4.56,2,0,4.250568136638953,1
4.48,89.4,10.3,99.6,3.06,3.82,3,0,3.391014743039671,1
3.03,92.9,16.4,66.9,4.02,3.09,1,0,3.4832558712937494,1
3.83,81.9,12.4,86.2,4.96,4.35,3,2,3.7390439899919747,1
4.16,90.3,10.0,70.9,2.9,4.1,3,0,3.4529118271074224,1
3.35,84.6,7.2,88.3,2.69,3.41,2,0,3.1279626798472524,1
3.12,87.6,12.7,77.5,3.94,2.95,4,0,3.1755757473705986,1
3.55,87.3,5.2,71.9,5.0,3.59,1,0,3.885034042541265,1
3.78,91.8,5.1,95.8,2.55,3.7,1,0,3.2422643806107505,1
3.49,75.9,9.2,94.9,3.02,3.15,2,0,3.095467316000548,1
3.7,72.7,16.1,74.6,2.82,2.95,5,0,2.5621498812722168,0
2.97,99.4,5.0,100.0,3.48,3.54,5,0,2.976261933972719,0
3.75,95.7,14.5,81.9,5.0,2.3,2,0,3.4980616100964204,1
3.98,91.4,12.6,96.1,4.01,3.84,3,0,3.693150310946327,1
3.74,85.7,5.5,69.7,3.29,3.48,3,0,3.156916127606797,1
3.21,75.0,11.2,71.2,3.68,2.6,3,0,3.2000915927621443,1
2.79,89.6,7.1,69.4,3.61,3.14,3,1,3.234144785351703,1
3.65,75.9,7.1,86.1,4.78,3.67,3,2,3.489943791076547,1
3.31,95.3,14.7,70.6,2.12,3.24,3,0,2.9785373130316963,0
4.41,72.4,9.5,80.4,3.39,3.56,5,0,2.687086755434204,0
4.31,85.0,9.3,60.8,3.11,4.18,2,0,3.338584277415633,1
2.67,91.5,9.9,80.3,3.78,3.41,3,1,3.165448765517793,1
3.47,89.2,15.2,89.6,3.98,4.53,2,0,4.251631266730944,1
3.22,94.6,9.0,59.4,3.71,3.51,3,0,3.534666804965129,1
3.01,75.7,13.1,100.0,3.38,4.08,4,2,3.2542617859909373,1
3.52,91.0,13.2,72.2,4.5,4.28,3,1,3.9185017536926225,1
3.2,81.8,3.4,87.8,3.49,3.26,2,0,3.2457609636833364,1
3.14,86.5,14.5,47.2,3.68,4.85,3,0,3.907858722015714,1
3.09,66.3,14.9,83.5,3.61,3.77,2,2,3.30706144453922,1
4.26,95.5,12.6,77.9,4.41,2.78,3,0,3.1787435096145917,1
3.5,75.0,8.1,97.4,2.95,3.06,1,0,3.168097076411325,1
3.57,88.2,6.7,85.2,3.54,3.13,3,0,3.087991255187284,1
4.23,98.5,9.7,76.4,2.15,3.47,3,0,2.9269564185765073,0
3.44,100.0,3.0,98.4,3.67,3.41,4,0,3.0154154190013096,1
3.76,92.7,11.7,82.3,4.38,2.59,4,0,3.3297909983900333,1
3.24,90.6,5.0,86.9,4.49,3.73,5,1,3.1641643106431743,1
3.35,93.7,11.4,78.3,4.01,4.59,4,0,3.6609693157883503,1
3.66,80.1,8.4,83.6,4.08,4.1,4,1,3.280534868240802,1
3.7,85.0,11.6,81.5,3.98,4.34,4,0,3.593420365610412,1
3.97,93.6,8.1,90.1,4.51,2.97,4,0,3.099726620253255,1
4.14,82.9,9.7,57.0,5.0,3.12,5,1,3.3456939642304806,1
3.57,66.2,7.1,86.7,3.5,3.01,2,0,2.860823692317331,0
4.14,97.4,11.0,70.0,2.85,4.06,4,0,3.124180016833887,1
3.19,92.1,13.7,85.7,2.94,2.46,2,0,3.0298140182087705,1
3.95,73.5,14.8,46.7,2.81,4.71,4,0,3.2722552050513065,1
3.23,73.3,8.5,69.3,4.14,2.52,4,0,2.9063239538606362,0
3.25,88.3,0.0,78.9,5.0,2.24,4,1,2.62258821900692,0
4.12,100.0,8.0,75.0,4.11,2.75,2,1,3.3891149308515103,1
2.48,85.6,12.8,53.8,3.12,3.36,4,1,3.139392478539212,1
3.93,79.3,14.1,80.9,4.18,2.45,1,0,3.4446766073684643,1
3.7,66.9,17.6,73.5,3.45,2.37,2,0,2.9091865534706347,0
3.68,88.6,7.3,67.7,4.6,4.25,4,1,3.574174163622394,1
4.41,91.8,16.2,89.9,3.54,3.23,5,0,3.244880264071064,1
3.06,81.5,8.8,39.7,3.84,2.63,2,0,3.273038982854781,1
3.01,83.4,11.8,68.4,2.48,3.46,5,0,2.7030209992271614,0
4.15,82.0,11.7,98.3,3.5,3.02,3,1,2.71782443230805,0
3.49,75.0,15.0,65.2,2.16,4.01,2,1,2.818061588441327,0
4.21,75.3,3.6,68.3,3.52,3.94,5,0,3.259312418047653,1
3.93,57.5,4.6,92.8,3.09,4.24,5,0,2.8481164881570016,0
3.77,74.2,10.5,79.8,4.88,4.28,3,0,3.821539426637248,1
3.5,88.9,5.7,84.2,4.23,2.91,4,0,2.963664371050111,0
3.47,75.6,10.4,84.3,3.39,2.9,4,2,2.6862831889839915,0
4.59,89.2,13.6,97.7,3.62,3.37,2,1,3.3076779151572295,1
3.29,67.8,15.7,81.9,4.57,3.13,2,0,3.8474125373832457,1
4.12,88.7,6.3,85.9,2.19,3.11,1,1,2.9355672751901287,0
3.14,78.9,5.7,95.9,3.76,3.12,4,0,3.0453505036448285,1
3.15,78.4,12.0,100.0,2.88,3.21,3,0,2.8244695745930275,0
3.69,98.1,13.3,85.6,4.52,3.7,3,0,3.848893936309838,1
3.52,61.6,7.3,63.1,3.26,4.28,4,0,2.9460937925227455,0
4.08,90.5,6.7,100.0,3.67,4.39,2,0,3.8660192643323943,1
3.46,92.9,13.1,69.9,4.08,3.05,5,0,2.9952219981065102,0
3.34,81.8,14.2,98.3,4.57,4.45,1,0,4.487867741818068,1
2.96,70.9,10.1,68.4,4.01,4.72,3,0,3.733570289698828,1
4.77,85.7,12.3,100.0,5.0,2.61,3,0,3.318097083973451,1
2.86,80.4,6.8,87.4,3.14,4.27,4,0,3.167973302824579,1
5.0,95.3,7.8,99.1,3.73,3.62,4,0,2.9723092207059647,0
3.94,93.7,9.2,74.4,3.62,2.62,4,0,3.1052339743152455,1
3.83,85.0,7.6,81.5,2.35,3.9,1,1,3.130403429802472,1
2.85,74.3,3.5,95.4,3.21,4.49,3,0,3.3186340371061926,1
3.87,83.8,7.7,100.0,3.71,3.84,5,1,3.040105519971745,1
2.82,86.5,11.5,74.6,1.45,3.4,3,1,2.828335218332026,0
3.52,83.6,8.3,83.8,2.77,3.68,1,0,3.1831104478072514,1
4.15,82.6,13.4,65.9,3.62,4.9,4,1,3.830172986537368,1
2.88,78.9,8.5,94.1,3.09,3.65,4,0,2.943303955197164,0
3.93,72.3,5.9,83.2,3.58,3.76,1,0,3.832171236425828,1
3.42,82.6,10.4,82.1,5.0,3.26,2,0,3.9452453153925604,1
3.88,86.4,13.0,52.2,3.26,4.68,2,0,3.9637498193101983,1
2.93,85.8,6.4,90.2,3.42,2.61,3,0,2.673592206029134,0
4.26,84.6,2.4,69.8,2.95,4.28,1,0,3.6155765293019004,1
3.95,65.9,11.3,62.7,4.87,2.66,2,0,3.224653697652174,1
3.18,77.1,13.0,78.8,3.3,3.92,3,2,3.304522612184689,1
3.21,96.9,3.0,87.7,4.19,3.39,2,2,3.3091305818361016,1
4.24,92.0,14.0,71.0,3.34,2.81,4,0,3.141612127153774,1
3.39,83.4,7.8,79.3,3.7,4.77,2,0,3.8545033639665753,1
3.18,85.7,9.0,66.8,4.21,3.62,3,0,3.6043883485721335,1
